model_name,split,horizon,mae,rmse,n_obs,mean_true,mean_pred
zi_lognormal_dl,train,24,5.903233774605331,22.324995072469587,23031,6.6710520602665975,6.032229757671751
zi_lognormal_dl,val,24,11.265141266195206,35.597576217553296,1744,13.459288990825687,6.20603649119351
zi_lognormal_dl,test,24,8.43630821256292,24.365571877225943,3513,9.626814688300598,6.448791002261925
zi_lognormal_dl,train,72,8.487331579216166,35.214430704641956,23031,10.858929269245799,8.272922538476692
zi_lognormal_dl,val,72,17.731509382612234,55.46964166067281,1744,20.534977064220183,7.311108338200154
zi_lognormal_dl,test,72,11.987830119638566,36.49805135695921,3513,14.423569598633646,8.315346095636762
