model_name,split,horizon,brier_score,log_loss,roc_auc,n_obs,positive_rate
mlp_multitask_v1_enriched,train,24,0.18328710882844912,0.5452113804834737,0.793607613723804,23031,0.442837914115757
mlp_multitask_v1_enriched,val,24,0.1947026590678854,0.5717582720116874,0.7741560597675705,1744,0.4782110091743119
mlp_multitask_v1_enriched,test,24,0.1932588061792915,0.5677850193805812,0.7751299835149209,3513,0.46854540278963847
mlp_multitask_v1_enriched,train,72,0.1925267001646282,0.567025996534147,0.7773913221391435,23031,0.5035387086969736
mlp_multitask_v1_enriched,val,72,0.20313603688916781,0.5916216016542551,0.7491631016714179,1744,0.5349770642201835
mlp_multitask_v1_enriched,test,72,0.20099651266829233,0.5867158867779377,0.7566804925259032,3513,0.5303159692570453
