horizon,method,intercept,count_log_slope,probability_slope,interaction_slope,n_val_rows,val_mean_true,val_mean_pred_before,val_mean_pred_after,val_mean_probability
24,loglinear_probaware,0.18762415647062824,1.192312643538014,0.22155431453646388,,1744,13.459288990825687,1.3933643296215716,3.2608873800996787,0.42908360289170516
72,loglinear_probaware,0.04238953976524429,0.9260048541524329,0.917513637128885,,1744,20.534977064220183,2.0807046403963154,4.356570916213007,0.4962181494904494
