model_name,split,horizon,mae,rmse,n_obs,mean_true,mean_pred,positive_count_rate
mlp_multitask_v1_enriched_h256_128_64_do03,train,24,11.886726814705971,35.661598291584774,10199,15.064320031375624,4.335255576843887,0.442837914115757
mlp_multitask_v1_enriched_h256_128_64_do03,val,24,26.381977389202557,61.35791600326586,834,28.145083932853716,2.223471883085849,0.4782110091743119
mlp_multitask_v1_enriched_h256_128_64_do03,test,24,18.681417235312473,41.5170656518619,1646,20.54617253948967,2.4774365799064735,0.46854540278963847
mlp_multitask_v1_enriched_h256_128_64_do03,train,72,17.05889671467096,54.01989587019348,11597,21.56523238768647,6.3616880544575265,0.5035387086969736
mlp_multitask_v1_enriched_h256_128_64_do03,val,72,36.13138207814797,85.75006054393741,933,38.38478027867095,3.089126108871076,0.5349770642201835
mlp_multitask_v1_enriched_h256_128_64_do03,test,72,24.817397330310225,57.971116762778735,1863,27.198067632850243,3.511879174221733,0.5303159692570453
