horizon,intercept,slope,n_val_rows,val_mean_true,val_mean_pred_before,val_mean_pred_after
24,0.23359856356339703,1.2689201069895584,1744,13.459288990825687,1.3933643296215716,3.3152363447139304
72,0.29067960115220237,1.185422847907015,1744,20.534977064220183,2.0807046403963154,4.6719540722799335
