model_name,split,horizon,mae,rmse,n_obs,mean_true,mean_pred,positive_count_rate
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear,train,24,12.463085626778463,35.61335193580933,10199,15.064320031375624,11.810353526385304,0.442837914115757
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear,val,24,25.690131350755458,60.27522937114881,834,28.145083932853716,5.3074602343833694,0.4782110091743119
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear,test,24,18.05631882206834,40.22378156282706,1646,20.54617253948967,6.215834017311719,0.46854540278963847
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear,train,72,17.92896859316114,54.14576939310296,11597,21.56523238768647,15.868865021354774,0.5035387086969736
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear,val,72,35.693355426509946,84.56302522131347,933,38.38478027867095,6.926535773919407,0.5349770642201835
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear,test,72,24.441841362190047,57.521261714824156,1863,27.198067632850243,8.216776182807036,0.5303159692570453
