model_name,split,horizon,mae,rmse,n_obs,mean_true,mean_pred,positive_count_rate
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear_probaware,train,24,12.085589414439589,34.72705748291813,10199,15.064320031375624,11.18946724946889,0.442837914115757
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear_probaware,val,24,25.63235800989762,60.2448016595274,834,28.145083932853716,5.206227380339975,0.4782110091743119
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear_probaware,test,24,17.970637020338167,39.882114814543215,1646,20.54617253948967,6.014932677956091,0.46854540278963847
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear_probaware,train,72,16.372902819687656,51.400845099128055,11597,21.56523238768647,12.762774634227684,0.5035387086969736
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear_probaware,val,72,35.374405187084676,84.40143858238456,933,38.38478027867095,6.401385427771553,0.5349770642201835
mlp_multitask_v1_enriched_h256_128_64_do03_calibrated_loglinear_probaware,test,72,24.04665140427969,55.8687434127891,1863,27.198067632850243,7.199589544480549,0.5303159692570453
