model_name,split,horizon,mae,rmse,n_obs,mean_true,mean_pred,positive_count_rate
mlp_cp_base,train,24,10.699140344192402,33.79585027234205,10199,15.064320031375624,6.938169023539812,0.442837914115757
mlp_cp_base,val,24,25.745078511393185,60.760969465505696,834,28.145083932853716,3.5744864843267616,0.4782110091743119
mlp_cp_base,test,24,18.320793695928913,40.877472237184946,1646,20.54617253948967,3.6004296520663783,0.46854540278963847
mlp_cp_base,train,72,15.576526088518188,51.41967254475305,11597,21.56523238768647,9.826867973486713,0.5035387086969736
mlp_cp_base,val,72,35.49666159843581,84.96831308028814,933,38.38478027867095,4.931522783838284,0.5349770642201835
mlp_cp_base,test,72,24.523845108690853,57.211559312369275,1863,27.198067632850243,4.976542037394312,0.5303159692570453
