horizon,method,intercept,count_log_slope,probability_slope,interaction_slope,n_val_rows,val_mean_true,val_mean_pred_before,val_mean_pred_after,val_mean_probability
24,loglinear_probaware,0.09318393133237446,1.2280493147723168,-0.416965957811636,,1744,13.459288990825687,2.360541667725139,3.1509755453037016,0.4377732461685776
72,loglinear_probaware,0.046345653413422117,1.0934433877378442,-0.09554863102647132,,1744,20.534977064220183,3.4843703224451854,4.314569336815872,0.5054273116359607
