horizon,method,intercept,count_log_slope,probability_slope,interaction_slope,n_val_rows,val_mean_true,val_mean_pred_before,val_mean_pred_after,val_mean_probability
24,loglinear_probaware,0.07449930279394323,0.843061693224907,0.9810590188607642,,1744,13.459288990825687,1.5480557008979654,3.105302959129738,0.4352258005021396
72,loglinear_probaware,-0.053776514776588735,0.6844375177483434,1.483674798673748,,1744,20.534977064220183,2.3830960679355018,4.200108155239514,0.4988133160551207
