model_name,split,horizon,mae,rmse,n_obs,mean_true,mean_pred,positive_count_rate
mlp_multitask_v1_enriched_h256_128_64_do03_counttower64,train,24,11.963530019160894,36.07362468786935,10199,15.064320031375624,4.750695224000679,0.442837914115757
mlp_multitask_v1_enriched_h256_128_64_do03_counttower64,val,24,26.21245076897726,61.12105860049152,834,28.145083932853716,2.5472486679949204,0.4782110091743119
mlp_multitask_v1_enriched_h256_128_64_do03_counttower64,test,24,18.7849052869381,41.74701966632609,1646,20.54617253948967,2.79194139810064,0.46854540278963847
mlp_multitask_v1_enriched_h256_128_64_do03_counttower64,train,72,17.221927848866123,55.07365509915053,11597,21.56523238768647,7.099714753827607,0.5035387086969736
mlp_multitask_v1_enriched_h256_128_64_do03_counttower64,val,72,35.97501772270006,85.37148731260035,933,38.38478027867095,3.651925083605167,0.5349770642201835
mlp_multitask_v1_enriched_h256_128_64_do03_counttower64,test,72,25.088387579357693,59.288926872634775,1863,27.198067632850243,4.125849157195864,0.5303159692570453
