horizon,method,intercept,count_log_slope,probability_slope,interaction_slope,n_val_rows,val_mean_true,val_mean_pred_before,val_mean_pred_after,val_mean_probability
24,loglinear_probaware,0.2078949909946758,1.508845696804068,-1.4918487596384629,,1744,13.459288990825687,2.719746013067304,3.395000634535279,0.4510548240441077
72,loglinear_probaware,0.23199188129374826,1.3231495725324427,-1.1643928363263165,,1744,20.534977064220183,4.020504072475153,4.679844736759008,0.5134873656863603
