epoch,train_total_loss,train_prob_loss,train_count_loss,train_magnitude_loss,val_total_loss,val_prob_loss,val_count_loss,val_magnitude_loss,epoch_seconds
1,2.6353767348932107,0.70888246362485,0.6689165441969505,1.5920359997728935,1.3401571468475761,0.6731231190742702,0.7004734460913807,0.316797293107444,0.36353829101426527
2,1.4590068657675348,0.6719735771822642,0.5725736207491742,0.5007464767258082,1.2335738025674032,0.6308865180803002,0.6551032938541622,0.2751356438485854,0.3016444999957457
3,1.370838937537451,0.6341156366929308,0.528783462349961,0.4723315707228631,1.1935036291769885,0.6025656986674037,0.6343755976322594,0.2737501348377368,0.35620283300522715
4,1.3074492771550674,0.613590067635139,0.4991276007329878,0.44429540734311573,1.1644638678349486,0.5887344517839064,0.6139878242387684,0.2687355113138846,0.2955470419838093
5,1.2752663552137367,0.6047687342730985,0.4839819437047744,0.42850664910572,1.1518372849586906,0.5847471569656232,0.6042567250925467,0.26496176927461534,0.3195835409569554
6,1.2429669422662541,0.5994014745942676,0.46806986675964946,0.4095305293289901,1.1266491970884691,0.5800086259841919,0.5879394630773351,0.2526708354643725,0.3085589580005035
7,1.2269401080308882,0.5963966577933307,0.46181607612215286,0.3996354112363836,1.1273239490089066,0.580739166758476,0.591662035622728,0.250753762525156,0.30008795799221843
8,1.2050165819503746,0.5920250042040428,0.4550445614811508,0.38546929914151834,1.138163019757752,0.5883205800975134,0.6021114896743669,0.248786696326842,0.29476687498390675
9,1.1871324491264827,0.5849442858732423,0.44917400784366407,0.37760116149628553,1.1339951627845064,0.579524809614234,0.590060071660838,0.2594403081804241,0.34443637501681224
10,1.1822512815759607,0.5862750173712371,0.44421573208357795,0.37386840040480535,1.1102232063582185,0.5760738248125129,0.5843224489907606,0.241988168397081,0.3216149579966441
11,1.169229109150304,0.5830468799219963,0.4430029228343246,0.36468076868718957,1.1163224058413723,0.5778765098764262,0.5870833823440271,0.244904200144864,0.2965894580120221
12,1.1516330623216766,0.5788962666316834,0.4396981504670931,0.3528877205929647,1.160182015611491,0.5766341101138963,0.5901011515647994,0.2884973262974975,0.2941677919588983
13,1.1431827297647965,0.5768566657761756,0.43800780961415275,0.34732216455297604,1.1555818778659226,0.5808460991316979,0.593966834588882,0.2777523712827525,0.29957450000802055
14,1.1235985315232688,0.5732341680678494,0.4302781050167756,0.33522530790028726,1.1175802333639302,0.5750136998815274,0.5838135237540674,0.2506597668205926,0.3326406249543652
15,1.1209921709419017,0.5723750876658832,0.4301172123960612,0.33355847871685035,1.134134307913824,0.5739895630320277,0.5843358151956436,0.2679768252536791,0.3492165830102749
16,1.104535251396477,0.5693040020658089,0.4266504825913618,0.3219060096317944,1.1264489386059822,0.5832071249638129,0.6022219061851501,0.24213083949657754,0.29582224995829165
17,1.0953746508549922,0.566015541662194,0.4225143324130057,0.3181019403652799,1.2036949363323526,0.580156441128582,0.5984086706004011,0.32433415853649106,0.3042133749695495
18,1.0811646058511695,0.5649681226403138,0.41967646942810105,0.30635825180364523,1.1077344592558134,0.5760085418683674,0.5838636805158143,0.23979407330171779,0.3363673329586163
19,1.07610212973427,0.5611882068342643,0.41916953024595666,0.30532916124367765,1.139414634726463,0.579748410697377,0.5957825736168327,0.26177493270930896,0.29882283305050805
20,1.069980986916151,0.559878804479646,0.4148812040613496,0.30266157859551146,1.1150097885263075,0.5761520632910072,0.5858556461443595,0.2459299124845671,0.3470261250040494
21,1.066628885493805,0.5585442062936901,0.416248914168643,0.2999602173836024,1.1619703244725499,0.5861994399936921,0.6015776901616963,0.27498203611702,0.2912468329886906
22,1.0556721275252654,0.5588653719092382,0.41167100380191757,0.29097125330680845,1.12953519821167,0.5782975445099927,0.5860681550218425,0.25820356306679754,0.32210450002457947
23,1.0481708108832744,0.5574601282465137,0.41480191982287795,0.2833097239617472,1.1439049134560682,0.5856551730304683,0.6012232831311882,0.25763811458141433,0.296324499999173
24,1.0471046471128886,0.5560792238975978,0.41100720482225356,0.28552181978707286,1.1141280012393215,0.5715610286511412,0.5803525759539473,0.25239068351754357,0.29496104101417586
25,1.0418816789616558,0.5563742138762733,0.41103541527929643,0.2799897614325761,1.1070308947781904,0.5746576906344213,0.5800283898454194,0.24235900840081206,0.28678787499666214
26,1.0350304907575618,0.5548445586996503,0.407378651708006,0.2764966017434592,1.09705991154417,0.5787376154453383,0.5900709995436012,0.22328679605361518,0.3706800829968415
27,1.02894585215726,0.5535006101078334,0.4043222794385362,0.2732841027093034,1.0960610087858427,0.5799821571472588,0.5888669009602397,0.22164539992809296,0.29500887502217665
28,1.0340754501953462,0.5547044891133756,0.4090408809105524,0.2748505218631202,1.114214285798029,0.5731768159691347,0.5789928337849608,0.25154106797428305,0.29626916704000905
29,1.0205347371998903,0.5506616483979621,0.40255770292342563,0.2685942356605918,1.1418288071221168,0.582941755242304,0.6014436631027712,0.2581652297612724,0.289915417029988
30,1.0145868480265061,0.5509663127920122,0.4026255083880698,0.2623077799580203,1.100828645426199,0.5734360070403562,0.5823677370854474,0.23620876451151088,0.3285399999585934
31,1.0079255263124534,0.5472609022303321,0.39902054582611723,0.2611543564576777,1.1075392316240784,0.5714448805249065,0.582178755090871,0.24500496289052,0.30601458402816206
