model_name,split,horizon,capped_mae,capped_rmse,n_obs,count_cap,mean_true_capped,mean_pred_capped,n_true_at_or_above_cap,n_pred_at_or_above_cap,n_correct_at_or_above_cap,n_missed_at_or_above_cap,n_false_alarm_at_or_above_cap
mlp_pm_countw05_enriched_256_128_64_d03_lr3e4,train,24,5.484823641137181,19.042483599639546,23031,300.0,6.497459945291129,2.157868913331446,19,0,0,19,0
mlp_pm_countw05_enriched_256_128_64_d03_lr3e4,val,24,12.95689793913134,42.43070410489069,1744,300.0,13.459288990825687,1.3999896325339742,0,0,0,0,0
mlp_pm_countw05_enriched_256_128_64_d03_lr3e4,test,24,8.958403234956338,27.02621371854891,3513,300.0,9.506120125249074,1.4992254708274306,6,0,0,6,0
mlp_pm_countw05_enriched_256_128_64_d03_lr3e4,train,72,8.791131705729342,31.36204280118369,23031,500.0,10.546741348617081,3.3885036345980835,18,0,0,18,0
mlp_pm_countw05_enriched_256_128_64_d03_lr3e4,val,72,19.784885706394963,62.727003329299244,1744,500.0,20.534977064220183,2.0781096287152874,0,0,0,0,0
mlp_pm_countw05_enriched_256_128_64_d03_lr3e4,test,72,13.424138357844273,40.83005970407443,3513,500.0,14.311699402220324,2.2578437484476326,5,0,0,5,0
