epoch,train_total_loss,train_prob_loss,train_count_loss,val_total_loss,val_prob_loss,val_count_loss,epoch_seconds
1,1.21734966864666,0.6676532964354244,0.5496963712174368,1.2806114056788453,0.6315634906838793,0.6490479333138247,0.24266941600944847
2,1.0899505123407416,0.6072641921583775,0.4826863205136305,1.2078484635834301,0.5971776553250234,0.6106708112659804,0.21065712498966604
3,1.043854786023497,0.5886587329555969,0.4551960528906208,1.1815222217402328,0.5863744031398668,0.5951478369192246,0.17106108303414658
4,1.0154542714431134,0.5780617790373102,0.43739248960168575,1.1815534600424111,0.5861004897213857,0.5954529645792935,0.17060087498975918
5,0.996631177092524,0.571425336376004,0.4252058445027904,1.1676654099324428,0.5803884945878195,0.5872768989396752,0.17369837500154972
6,0.9832071140023548,0.5656389725264701,0.4175681419727842,1.1784259485542228,0.585788129119698,0.5926378229889301,0.17383420799160376
7,0.9775077135003575,0.5629719873209874,0.41453572997728655,1.1805551429407313,0.585500865901282,0.59505427047747,0.1759314580122009
8,0.9658542417329804,0.5581830730683991,0.40767116577764717,1.164713777533365,0.5784072963469619,0.5863064852876401,0.16217683401191607
9,0.9600035677222846,0.5548170825655682,0.40518648483709624,1.1915671819940619,0.5878490712664542,0.6037181161959236,0.1696015409543179
10,0.9528267026765385,0.5520629628720883,0.40076373698868645,1.1897809702322024,0.5855603141522189,0.6042206547129045,0.17292079195613042
11,0.9525935250307712,0.5524641049911867,0.4001294193770519,1.1979010679306241,0.5895995153199642,0.6083015679219447,0.1817471249960363
12,0.9462362030999576,0.5505375307069341,0.3956986725470106,1.1659963743402324,0.5760833484317185,0.589913038212225,0.1719776660320349
13,0.9421236626252304,0.547921450787374,0.39420221018152474,1.182271624923846,0.5825731699619818,0.5996984727338913,0.18201720801880583
14,0.9386784421973696,0.5471326641039327,0.3915457774541965,1.1981776919933633,0.5901368068992545,0.6080408826333668,0.19008091697469354
15,0.936108515620889,0.5454785362223113,0.3906299769373724,1.1654910680350907,0.5748838536236265,0.5906072275354228,0.19506762502714992
16,0.9267319718070173,0.5415881107314255,0.3851438564495094,1.1651662795915516,0.5762125445068429,0.5889537424669353,0.17236966703785583
17,0.9296511045410549,0.5431072889560262,0.3865438150997753,1.1640820087642845,0.5757079917356509,0.5883740181222968,0.15923591703176498
18,0.9255406443230375,0.5415213459153279,0.38401929709429045,1.1776073214110978,0.5799308648896874,0.5976764532404208,0.17120216699549928
19,0.9202374965528303,0.5388982431964461,0.38133925418455,1.1746331912661911,0.57720497441948,0.5974282037227525,0.173814624955412
20,0.9214780696137874,0.5402788944837765,0.38119917379329954,1.1720600253945097,0.57621659160754,0.5958434141010319,0.1782458340167068
21,0.9177215859694433,0.5382907978566314,0.3794307868822094,1.1706718239215537,0.5758384039642614,0.5948334289800137,0.16864575003273785
22,0.9139745780609128,0.5370993538458427,0.3768752239666202,1.19784776606691,0.5862015846672408,0.6116461945236276,0.17045037500793114
23,0.9121991231404127,0.5364339242310289,0.37576519783276835,1.1783531805790892,0.5792112990256844,0.5991418758116731,0.17353112500859424
24,0.907428523059995,0.5348565988700382,0.3725719228648916,1.1938755353656383,0.5835109927238674,0.6103645327988021,0.1712316669872962
25,0.9113385209320454,0.5363172083649249,0.3750213132180071,1.1988877473621193,0.5834165505312998,0.6154711979244827,0.16919270803919062
26,0.9036428407976566,0.5324566040915469,0.37118623736864226,1.1834247582549349,0.5799138026499967,0.6035109446683061,0.1679134579608217
27,0.9048677177902495,0.5340753156261694,0.3707924025898092,1.1795921363961805,0.5777176443589936,0.6018744843815445,0.1576665000175126
28,0.9017634614897708,0.5326515772614838,0.369111884228287,1.212194102619766,0.5901041123845162,0.6220899751973809,0.3416791670024395
29,0.8999428810679303,0.5312210735561047,0.36872180897923185,1.1812679609027477,0.5769066241903043,0.6043613563983812,0.21618612500606105
30,0.8975484673465817,0.5296564148006652,0.367892053776519,1.1909841796673766,0.5769353700340341,0.6140487943220576,0.2961871669976972
31,0.897359605752911,0.5305962823899103,0.36676332468806594,1.200754207208616,0.5824445010325231,0.6183097015280242,0.20989704097155482
