model_name,split,horizon,brier_score,log_loss,roc_auc,n_obs,positive_rate
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,train,24,0.1679798313669638,0.5058238086360243,0.8280936453111755,23031,0.442837914115757
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,val,24,0.1926929616468969,0.5659089575642835,0.7820947637494401,1744,0.4782110091743119
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,test,24,0.1976703161225027,0.5755034414079234,0.7642500265206069,3513,0.46854540278963847
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,train,72,0.1785755890562001,0.532229975554137,0.8096239152100777,23031,0.5035387086969736
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,val,72,0.2004359927463372,0.5856529491616898,0.7598561050295838,1744,0.5349770642201835
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,test,72,0.2054513619678196,0.5946545964427016,0.7446871289383367,3513,0.5303159692570453
