model_name,split,horizon,brier_score,log_loss,roc_auc,n_obs,positive_rate
mlp_pm_probtower64_magtower64_bce_countw05_enriched_256_128_64_d03_lr3e4,train,24,0.16426618349041933,0.4967633813198547,0.8349920971055056,23031,0.442837914115757
mlp_pm_probtower64_magtower64_bce_countw05_enriched_256_128_64_d03_lr3e4,val,24,0.1903538044261928,0.5604265038725712,0.7869910664874693,1744,0.4782110091743119
mlp_pm_probtower64_magtower64_bce_countw05_enriched_256_128_64_d03_lr3e4,test,24,0.19119431377438667,0.5616014489134494,0.7811561813189495,3513,0.46854540278963847
mlp_pm_probtower64_magtower64_bce_countw05_enriched_256_128_64_d03_lr3e4,train,72,0.17518754953710838,0.524570924535388,0.8161708560728212,23031,0.5035387086969736
mlp_pm_probtower64_magtower64_bce_countw05_enriched_256_128_64_d03_lr3e4,val,72,0.19867589836519378,0.5819951417980704,0.763886961566774,1744,0.5349770642201835
mlp_pm_probtower64_magtower64_bce_countw05_enriched_256_128_64_d03_lr3e4,test,72,0.2001788340217557,0.5829034022118311,0.7592530782868947,3513,0.5303159692570453
