epoch,train_total_loss,train_prob_loss,train_count_loss,train_magnitude_loss,val_total_loss,val_prob_loss,val_count_loss,val_magnitude_loss,epoch_seconds
1,2.6424618303571332,0.6934490919392665,0.6588036425155811,1.6196109072932574,1.3462633714763397,0.6875117355530415,0.6973273814271349,0.31008793946799884,0.36506241699680686
2,1.5304473079056793,0.6763532652193837,0.56689005978103,0.5706490140613216,1.2535953789676002,0.6452690800395581,0.6610815355537134,0.2777855270499483,0.3641640840214677
3,1.4134328791468989,0.6313736602469245,0.5240970213027831,0.5200107103189971,1.1900638834052129,0.5990075917418943,0.6294208010402295,0.2763458782926612,0.3940821659634821
4,1.3489924736398937,0.6141264877867582,0.5027553880707968,0.48348829329678944,1.1610117964788313,0.592352730418564,0.6222001636793854,0.25755900992166014,0.3319201249978505
5,1.2950852931252337,0.6044876534812207,0.4838902963278716,0.4486524986618274,1.159611088420273,0.5851132065878002,0.6117319932224554,0.26863189547433763,0.3841934170341119
6,1.2635809408330063,0.5967641693988494,0.4736410776437646,0.4299962408822864,1.1563455664783442,0.5852207864096405,0.6132100629150321,0.2645197445099507,0.3317046249867417
7,1.2259453563237592,0.5905025738448463,0.4594082143315428,0.4057386753189647,1.1121278044280656,0.5794964263198572,0.595037418221115,0.23511267145839307,0.33149391697952524
8,1.1954978849122726,0.5833134747561876,0.4524767655462103,0.385946028684753,1.1203853941838675,0.5796770896386663,0.6062997962356708,0.2375584045134553,0.3347457920317538
9,1.1739288411093443,0.579059458077588,0.4448026341485333,0.37246806615806116,1.1349091431416503,0.5825754272828408,0.6013088122420355,0.2516792979809122,0.4151399580296129
10,1.1612821502332749,0.5776263358232632,0.4386974459831944,0.36430709572487663,1.1378638777164145,0.5834342963104948,0.60403426524696,0.2524124533621543,0.3304900419898331
11,1.134247222749416,0.5726774225253205,0.4335911898419185,0.34477420781674883,1.1268611402686584,0.5740319118587249,0.5946534122895757,0.255502518847448,0.33036066696513444
12,1.1121916463426749,0.5695797460771022,0.42619080880943866,0.3295164947725917,1.1611197957205117,0.5859011980371738,0.6066918188552244,0.27187269174177714,0.3416810000198893
13,1.0973592224798534,0.5666089717815217,0.42387983847738975,0.3188103333760641,1.1226221547214263,0.5761562607703953,0.5915060390573029,0.25071286444270285,0.3671812500106171
14,1.0826265729077706,0.5625373802929994,0.41802456508622354,0.31107690683598993,1.1120295305864527,0.5717122833663171,0.5816237888204943,0.2495053543136754,0.3298135409713723
15,1.0715945523061898,0.5590885309228719,0.4100157475961667,0.3074981499099218,1.1101597181153953,0.5752312125415977,0.5904281002665879,0.23971444477728748,0.38579662499250844
16,1.0591931389300617,0.5589712253043801,0.40867329817465037,0.29588526902209766,1.1441824080747203,0.5761596866703909,0.5965365103078545,0.2697544699415154,0.3327390829799697
17,1.0466524276279563,0.5556993549378684,0.4088057549452379,0.28655019412338434,1.133565862791254,0.5863126800694597,0.6034013093064684,0.24555251344081458,0.36535099998582155
18,1.0385673433797171,0.5535884821111114,0.4056147236622377,0.28217149962058913,1.111050733732521,0.5790287961653613,0.5970829954934777,0.23348042601292288,0.3310958750080317
19,1.0339652795020604,0.5512000696051732,0.400585385807524,0.28247251864945677,1.1275025808483088,0.5782918344943895,0.593546561965155,0.25243746085998114,0.3308529169880785
20,1.023267751191712,0.5497480096241856,0.3996409199377162,0.27369927696676316,1.1295983681984998,0.5827285308356679,0.5985470457908211,0.24759629983967596,0.4297585000167601
21,1.0199890442208406,0.5455397139912985,0.3985749839737414,0.2751618375976078,1.099505156552026,0.5779853917043144,0.5922426398194164,0.22539845081644322,0.40388179098954424
22,1.010177610518955,0.5436672041374864,0.39221765505786693,0.27040158018924654,1.1284118748586112,0.5776186126087783,0.5952215883709969,0.2531824564441628,0.36014545802026987
23,0.9986184220650262,0.5421311848535555,0.3908361382505865,0.26106916800336083,1.1008388132130333,0.5697794146494034,0.5829273281841103,0.2395957523119559,0.3651547500048764
24,1.0046049901911265,0.5464877968350834,0.39298758597588457,0.26162339685421926,1.1057083273152692,0.5777436888546025,0.5863181628765316,0.23480557445265832,0.37892958300653845
25,0.9909619091699036,0.537817572202629,0.38809809914543547,0.25909528947079424,1.1321675257945278,0.5801655223610205,0.5940265278203771,0.25498872886010265,0.3264852919965051
26,0.9896472472456326,0.5412000457047226,0.38665425249609015,0.25512007489625116,1.1270408406170136,0.5812480728560632,0.5977079627710745,0.2469387758489049,0.3594104580115527
27,0.9825066519406764,0.5381919978770653,0.38751810828446154,0.2505556004182799,1.1132244768492672,0.5769601343968592,0.5906937953529008,0.24091745256830793,0.3166923339595087
28,0.9783097795893329,0.5350084692960524,0.38191633397677477,0.25234313892143734,1.1220008194993396,0.5833613227266784,0.5990289862549633,0.23912500412365711,0.32824920798884705
29,0.9682866695529603,0.533501738590919,0.3797819708924821,0.2448939443563681,1.094603212601548,0.5712108311303165,0.5855829901651505,0.23060088884939842,0.30448008299572393
30,0.9685947056118103,0.5324737333525723,0.3763318504146786,0.24795504622373282,1.1188214732966293,0.5862229559399667,0.6075502964881582,0.2288233707530783,0.32648774998961017
31,0.9663886204792174,0.5333114768199337,0.3780787514843667,0.24403776625494564,1.1209739359146957,0.5829938322032263,0.6050466851356926,0.23545676620181547,0.34716458298498765
32,0.9563883998712753,0.529924153826125,0.3732206186872553,0.23985393681992442,1.1141851167066381,0.5750916255723446,0.596976058745603,0.2406054776196086,0.3913085419917479
