model_name,split,horizon,n_total,n_available,target_available_rate,mae,rmse,n_obs,mean_true,mean_pred
mlp_pm_bce_countw05_enriched_256_128_64_d03_lr3e4_alltasks,train,24,23031,10199,0.442837914115757,0.4133016973168771,0.5466015923410557,10199,5.0632385527992945,5.0663517682806445
mlp_pm_bce_countw05_enriched_256_128_64_d03_lr3e4_alltasks,val,24,1744,834,0.4782110091743119,0.5579664283862217,0.7407755009226311,834,5.189796163069544,4.958707306310713
mlp_pm_bce_countw05_enriched_256_128_64_d03_lr3e4_alltasks,test,24,3513,1646,0.46854540278963847,0.4696156617205886,0.6169633890337765,1646,5.015164309878411,4.9285475214081
mlp_pm_bce_countw05_enriched_256_128_64_d03_lr3e4_alltasks,train,72,23031,11597,0.5035387086969736,0.4275591547205251,0.5686838117411525,11597,5.096750883849272,5.099272462985963
mlp_pm_bce_countw05_enriched_256_128_64_d03_lr3e4_alltasks,val,72,1744,933,0.5349770642201835,0.5621711815080713,0.7366591871706474,933,5.199603429796356,4.9882189317787065
mlp_pm_bce_countw05_enriched_256_128_64_d03_lr3e4_alltasks,test,72,3513,1863,0.5303159692570453,0.47028864602214543,0.6172861482594468,1863,5.040907382748183,4.966409712917883
