model_name,split,horizon,capped_mae,capped_rmse,n_obs,count_cap,mean_true_capped,mean_pred_capped,n_true_at_or_above_cap,n_pred_at_or_above_cap,n_correct_at_or_above_cap,n_missed_at_or_above_cap,n_false_alarm_at_or_above_cap
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,train,24,5.461955448464168,18.81448157169825,23031,300.0,6.497459945291129,2.4867625915377687,19,0,0,19,0
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,val,24,12.913842038845818,42.396112944806426,1744,300.0,13.459288990825687,1.4746803233571941,0,0,0,0,0
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,test,24,9.034712213002054,27.160653952120292,3513,300.0,9.506120125249074,1.6568959627808995,6,0,0,6,0
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,train,72,8.749272545853916,31.0607883139031,23031,500.0,10.546741348617081,3.9011852014133273,18,0,0,18,0
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,val,72,19.738959222112424,62.718186001148524,1744,500.0,20.534977064220183,2.1590695445363863,0,0,0,0,0
mlp_multitask_v1_enriched_mag_evalcap24h300_72h500,test,72,13.623217589196113,41.31418953773796,3513,500.0,14.311699402220324,2.480169253343151,5,0,0,5,0
