epoch,train_total_loss,train_prob_loss,train_count_loss,val_total_loss,val_prob_loss,val_count_loss,epoch_seconds
1,1.21734966864666,0.6676532964354244,0.5496963712174368,1.2806114056788453,0.6315634906838793,0.6490479333138247,0.2817168330075219
2,1.0899505123407416,0.6072641921583775,0.4826863205136305,1.2078484635834301,0.5971776553250234,0.6106708112659804,0.2431552920024842
3,1.043854786023497,0.5886587329555969,0.4551960528906208,1.1815222217402328,0.5863744031398668,0.5951478369192246,0.20389683300163597
4,1.0154542714431134,0.5780617790373102,0.43739248960168575,1.1815534600424111,0.5861004897213857,0.5954529645792935,0.23455945897148922
5,0.996631177092524,0.571425336376004,0.4252058445027904,1.1676654099324428,0.5803884945878195,0.5872768989396752,0.1949646249995567
6,0.9832071140023548,0.5656389725264701,0.4175681419727842,1.1784259485542228,0.585788129119698,0.5926378229889301,0.22822620801161975
7,0.9775077135003575,0.5629719873209874,0.41453572997728655,1.1805551429407313,0.585500865901282,0.59505427047747,0.19851158396340907
8,0.9658542417329804,0.5581830730683991,0.40767116577764717,1.164713777533365,0.5784072963469619,0.5863064852876401,0.22597562498413026
9,0.9600035677222846,0.5548170825655682,0.40518648483709624,1.1915671819940619,0.5878490712664542,0.6037181161959236,0.20235899998806417
10,0.9528267026765385,0.5520629628720883,0.40076373698868645,1.1897809702322024,0.5855603141522189,0.6042206547129045,0.23416720802197233
11,0.9525935250307712,0.5524641049911867,0.4001294193770519,1.1979010679306241,0.5895995153199642,0.6083015679219447,0.19033312500687316
12,0.9462362030999576,0.5505375307069341,0.3956986725470106,1.1659963743402324,0.5760833484317185,0.589913038212225,0.23161808401346207
13,0.9421236626252304,0.547921450787374,0.39420221018152474,1.182271624923846,0.5825731699619818,0.5996984727338913,0.1976739169913344
14,0.9386784421973696,0.5471326641039327,0.3915457774541965,1.1981776919933633,0.5901368068992545,0.6080408826333668,0.21916524996049702
15,0.936108515620889,0.5454785362223113,0.3906299769373724,1.1654910680350907,0.5748838536236265,0.5906072275354228,0.20155970903579146
16,0.9267319718070173,0.5415881107314255,0.3851438564495094,1.1651662795915516,0.5762125445068429,0.5889537424669353,0.22066183295100927
17,0.9296511045410549,0.5431072889560262,0.3865438150997753,1.1640820087642845,0.5757079917356509,0.5883740181222968,0.22810279100667685
18,0.9255406443230375,0.5415213459153279,0.38401929709429045,1.1776073214110978,0.5799308648896874,0.5976764532404208,0.1934207080048509
19,0.9202374965528303,0.5388982431964461,0.38133925418455,1.1746331912661911,0.57720497441948,0.5974282037227525,0.24251145799644291
20,0.9214780696137874,0.5402788944837765,0.38119917379329954,1.1720600253945097,0.57621659160754,0.5958434141010319,0.1922861670027487
21,0.9177215859694433,0.5382907978566314,0.3794307868822094,1.1706718239215537,0.5758384039642614,0.5948334289800137,0.23702266602776945
22,0.9139745780609128,0.5370993538458427,0.3768752239666202,1.19784776606691,0.5862015846672408,0.6116461945236276,0.19264066696632653
23,0.9121991231404127,0.5364339242310289,0.37576519783276835,1.1783531805790892,0.5792112990256844,0.5991418758116731,0.19567837502108887
24,0.907428523059995,0.5348565988700382,0.3725719228648916,1.1938755353656383,0.5835109927238674,0.6103645327988021,0.231988916057162
25,0.9113385209320454,0.5363172083649249,0.3750213132180071,1.1988877473621193,0.5834165505312998,0.6154711979244827,0.20675345801282674
26,0.9036428407976566,0.5324566040915469,0.37118623736864226,1.1834247582549349,0.5799138026499967,0.6035109446683061,0.23193545802496374
27,0.9048677177902495,0.5340753156261694,0.3707924025898092,1.1795921363961805,0.5777176443589936,0.6018744843815445,0.20774179097497836
28,0.9017634614897708,0.5326515772614838,0.369111884228287,1.212194102619766,0.5901041123845162,0.6220899751973809,0.25035412498982623
29,0.8999428810679303,0.5312210735561047,0.36872180897923185,1.1812679609027477,0.5769066241903043,0.6043613563983812,0.2337982919998467
30,0.8975484673465817,0.5296564148006652,0.367892053776519,1.1909841796673766,0.5769353700340341,0.6140487943220576,0.20842174999415874
31,0.897359605752911,0.5305962823899103,0.36676332468806594,1.200754207208616,0.5824445010325231,0.6183097015280242,0.23585195798659697
32,0.8920484712372218,0.5286769154436097,0.3633715553083586,1.209988847238208,0.5863472638873879,0.6236415910064628,0.19371595897246152
33,0.8911484520536059,0.5278182937367948,0.3633301589081733,1.172757884778014,0.5726088088586789,0.6001490816610668,0.2394495410262607
34,0.8874301918656168,0.5253735555713649,0.36205663753650064,1.180783281085688,0.5754896861697556,0.6052935861666268,0.19499366596573964
35,0.8856582012946087,0.5255657950436669,0.36009240567122575,1.1836340410993733,0.5780171068436509,0.6056169342557225,0.23438874998828396
36,0.8855033294754256,0.5249288398275094,0.36057448957674587,1.187820294581422,0.5781674450690594,0.6096528527933524,0.1941938329837285
37,0.8812652077336767,0.5233279883429343,0.3579372190711222,1.1814990415485627,0.5761749285076736,0.605324107572573,0.24966454203240573
38,0.8797837047248537,0.5227840757404675,0.3569996293984691,1.170108976714108,0.5716241827798546,0.5984847906532638,0.2448360410053283
39,0.8809090656203332,0.5228434499856378,0.358065615149442,1.1916922188680106,0.5800735190374042,0.6116187140482281,0.19627866701921448
40,0.8796581727906329,0.522431972199601,0.3572262002597655,1.1920022198913294,0.5778287053108215,0.614173499269223,0.23518645798321813
41,0.8774481864485054,0.5222134493201768,0.3552347382877607,1.2018067858634738,0.5825435081753162,0.6192632823362263,0.19438416697084904
42,0.8745127125851813,0.5204938284793651,0.3540188847567027,1.2136079297153228,0.5870612936282377,0.6265466360870852,0.23612895800033584
43,0.8740957856105819,0.520130378704842,0.35396540806517196,1.222958718964813,0.5886363682396915,0.6343223460770528,0.19438466697465628
44,0.8738178544781355,0.5199335438440876,0.3538843083035376,1.208576292072961,0.5845867564918799,0.6239895265583598,0.2445821249857545
45,0.8703414285407075,0.5187480633464618,0.351593364531713,1.2079665950678904,0.5865053310306794,0.6214612771611695,0.19720175000838935
46,0.8677103037498968,0.5180007849652263,0.34970951596890676,1.2281929210785332,0.5927993009943481,0.635393629927154,0.26018604199634865
47,0.8638517727300516,0.5146271200816396,0.34922465238831624,1.1886013046317143,0.5795103814623771,0.6090909045770627,0.20031566597754136
48,0.869397838667147,0.5180787369916207,0.3513191020067927,1.207210959097661,0.5849842423692756,0.6222267221967015,0.23649804096203297
49,0.8625785835317956,0.5153248544007127,0.34725372674104826,1.2095154135599049,0.5884088310626668,0.6211065879655541,0.2021257919841446
50,0.8643697037284205,0.514709338379519,0.3496603653489014,1.1973448592588443,0.5796513491814289,0.6176935144520681,0.23746812500758097
