model_name,split,horizon,mae,rmse,n_obs,mean_true,mean_pred
mlp_count_shared_trunk_cw10,train,24,5.546256465559422,23.470346978676737,23031,6.6710520602665975,2.3086312064638146
mlp_count_shared_trunk_cw10,val,24,12.911625081141118,42.30457972195783,1744,13.459288990825687,1.563691180523799
mlp_count_shared_trunk_cw10,test,24,9.017216682041672,28.16359252328716,3513,9.626814688300598,1.685890424952822
mlp_count_shared_trunk_cw10,train,72,8.914068955383947,37.90837849091626,23031,10.858929269245799,3.6922885043815206
mlp_count_shared_trunk_cw10,val,72,19.748346922468446,62.54377675874621,1744,20.534977064220183,2.3679651470337952
mlp_count_shared_trunk_cw10,test,72,13.443424520324815,41.79353386136067,3513,14.423569598633646,2.5859323020477283
