model_name,split,horizon,n_total,n_available,target_available_rate,mae,rmse,n_obs,mean_true,mean_pred
mlp_count_twohead_v2,train,24,23031,10199,0.442837914115757,0.41567691221554176,0.5488237980472123,10199,5.0632385527992945,5.0481992881079965
mlp_count_twohead_v2,val,24,1744,834,0.4782110091743119,0.5561056194602728,0.7259439585790034,834,5.189796163069544,5.025783083993468
mlp_count_twohead_v2,test,24,3513,1646,0.46854540278963847,0.4679792426039346,0.6135076199806143,1646,5.015164309878411,5.0610764836338
mlp_count_twohead_v2,train,72,23031,11597,0.5035387086969736,0.43092094374513007,0.5725029675913743,11597,5.096750883849272,5.064305781084597
mlp_count_twohead_v2,val,72,1744,933,0.5349770642201835,0.5623899883319328,0.7278624594546822,933,5.199603429796356,5.0315656465221705
mlp_count_twohead_v2,test,72,3513,1863,0.5303159692570453,0.46793559603387735,0.6103259299168067,1863,5.040907382748183,5.075723718969782
