model_name,split,horizon,n_total,n_available,target_available_rate,mae,rmse,n_obs,mean_true,mean_pred
mlp_count_twohead_v2,train,24,23031,10199,0.442837914115757,0.4374521863838074,0.5707972810602974,10199,5.0632385527992945,5.115403031938181
mlp_count_twohead_v2,val,24,1744,834,0.4782110091743119,0.5784655046463012,0.7394674224260277,834,5.189796163069544,5.111573275044668
mlp_count_twohead_v2,test,24,3513,1646,0.46854540278963847,0.5191999027093003,0.6770333231715688,1646,5.015164309878411,5.1811861725363375
mlp_count_twohead_v2,train,72,23031,11597,0.5035387086969736,0.4527134403348164,0.5931499343619373,11597,5.096750883849272,5.140973215464159
mlp_count_twohead_v2,val,72,1744,933,0.5349770642201835,0.5806990480780729,0.7388804052350063,933,5.199603429796356,5.127322013993994
mlp_count_twohead_v2,test,72,3513,1863,0.5303159692570453,0.5176944045558382,0.6707343236415012,1863,5.040907382748183,5.20047207372648
